OrderID,CustomerID,DishID,Feedback,Rating,Sentiment
O01807,C0135,R161,Will not order this again,3,Neutral
O01808,C0217,R105,Average experience,3,Neutral
O01809,C0255,R152,"Food was okay, can be improved",5,Very Positive
O01810,C0314,R169,Will not order this again,3,Neutral
O01811,C0227,R162,Average experience,3,Neutral
O01812,C0210,R100,Average experience,3,Neutral
O01813,C0091,R151,"Food was okay, can be improved",5,Very Positive
O01814,C0213,R10,"Very good, will order again",4,Positive
O01815,C0090,R134,"Very good, will order again",4,Positive
O01816,C0049,R43,Too spicy for me,3,Neutral
O01817,C0189,R62,"Loved it, highly recommended",5,Very Positive
O01818,C0283,R18,Perfectly cooked and tasty,5,Very Positive
O01819,C0097,R110,Too spicy for me,3,Neutral
O01820,C0194,R151,Too spicy for me,3,Neutral
O01821,C0094,R124,Service was slow but food good,4,Positive
O01822,C0106,R44,Perfectly cooked and tasty,5,Very Positive
O01823,C0132,R47,"Food was okay, can be improved",5,Very Positive
O01824,C0284,R10,Service was slow but food good,4,Positive
O01825,C0227,R17,"Loved it, highly recommended",5,Very Positive
O01826,C0180,R79,Perfectly cooked and tasty,5,Very Positive
O01827,C0017,R160,Not satisfied with the taste,2,Negative
O01828,C0310,R6,"Very good, will order again",4,Positive
O01829,C0090,R110,"Very good, will order again",4,Positive
O01830,C0304,R55,Not satisfied with the taste,2,Negative
O01831,C0044,R52,"Loved it, highly recommended",5,Very Positive
O01832,C0326,R167,Not satisfied with the taste,2,Negative
O01833,C0096,R36,"Very good, will order again",4,Positive
O01834,C0164,R150,Service was slow but food good,4,Positive
O01835,C0265,R162,Service was slow but food good,4,Positive
O01836,C0156,R134,Service was slow but food good,4,Positive
O01837,C0272,R169,Average experience,3,Neutral
O01838,C0027,R76,"Loved it, highly recommended",5,Very Positive
O01839,C0123,R119,"Food was okay, can be improved",5,Very Positive
O01840,C0318,R143,Will not order this again,3,Neutral
O01841,C0209,R157,Not satisfied with the taste,2,Negative
O01842,C0141,R140,"Very good, will order again",4,Positive
O01843,C0140,R117,Average experience,3,Neutral
O01844,C0062,R27,"Food was okay, can be improved",5,Very Positive
O01845,C0129,R4,Service was slow but food good,4,Positive
O01846,C0322,R71,"Food was okay, can be improved",5,Very Positive
O01847,C0118,R32,Perfectly cooked and tasty,5,Very Positive
O01848,C0005,R7,"Food was okay, can be improved",5,Very Positive
O01849,C0180,R3,Average experience,3,Neutral
O01850,C0066,R48,Average experience,3,Neutral
O01851,C0043,R17,"Loved it, highly recommended",5,Very Positive
O01852,C0170,R16,"Food was okay, can be improved",5,Very Positive
O01853,C0192,R10,"Very good, will order again",4,Positive
O01854,C0205,R77,Will not order this again,3,Neutral
O01855,C0308,R46,Perfectly cooked and tasty,5,Very Positive
O01856,C0051,R15,Excellent taste and service,4,Positive
O01857,C0188,R135,Perfectly cooked and tasty,5,Very Positive
O01858,C0250,R133,Excellent taste and service,4,Positive
O01859,C0053,R43,Not satisfied with the taste,2,Negative
O01860,C0297,R5,Perfectly cooked and tasty,5,Very Positive
O01861,C0018,R124,Excellent taste and service,4,Positive
O01862,C0059,R88,Excellent taste and service,4,Positive
O01863,C0044,R156,"Very good, will order again",4,Positive
O01864,C0104,R110,Service was slow but food good,4,Positive
O01865,C0137,R105,Will not order this again,3,Neutral
O01866,C0249,R52,Service was slow but food good,4,Positive
O01867,C0128,R19,"Food was okay, can be improved",5,Very Positive
O01868,C0109,R169,"Food was okay, can be improved",5,Very Positive
O01869,C0076,R157,Not satisfied with the taste,2,Negative
O01870,C0062,R166,"Food was okay, can be improved",5,Very Positive
O01871,C0036,R154,Perfectly cooked and tasty,5,Very Positive
O01872,C0226,R44,Not satisfied with the taste,2,Negative
O01873,C0238,R111,"Very good, will order again",4,Positive
O01874,C0198,R5,Too spicy for me,3,Neutral
O01875,C0178,R127,Service was slow but food good,4,Positive
O01876,C0068,R153,Perfectly cooked and tasty,5,Very Positive
O01877,C0095,R140,Too spicy for me,3,Neutral
O01878,C0014,R112,Not satisfied with the taste,2,Negative
O01879,C0186,R17,Perfectly cooked and tasty,5,Very Positive
O01880,C0156,R29,Average experience,3,Neutral
O01881,C0241,R90,Excellent taste and service,4,Positive
O01882,C0233,R100,Perfectly cooked and tasty,5,Very Positive
O01883,C0044,R146,"Loved it, highly recommended",5,Very Positive
O01884,C0091,R163,Will not order this again,3,Neutral
O01885,C0051,R147,Average experience,3,Neutral
O01886,C0302,R63,Not satisfied with the taste,2,Negative
O01887,C0166,R63,Average experience,3,Neutral
O01888,C0305,R10,Perfectly cooked and tasty,5,Very Positive
O01889,C0186,R84,Will not order this again,3,Neutral
O01890,C0038,R81,"Loved it, highly recommended",5,Very Positive
O01891,C0149,R67,Will not order this again,3,Neutral
O01892,C0240,R25,"Loved it, highly recommended",5,Very Positive
O01893,C0013,R3,"Very good, will order again",4,Positive
O01894,C0094,R138,Average experience,3,Neutral
O01895,C0125,R150,Not satisfied with the taste,2,Negative
O01896,C0316,R35,Too spicy for me,3,Neutral
O01897,C0214,R16,Average experience,3,Neutral
O01898,C0299,R48,Excellent taste and service,4,Positive
O01899,C0039,R151,Perfectly cooked and tasty,5,Very Positive
O01900,C0316,R169,"Food was okay, can be improved",5,Very Positive
O01901,C0324,R20,Service was slow but food good,4,Positive
O01902,C0113,R127,Will not order this again,3,Neutral
O01903,C0121,R25,Perfectly cooked and tasty,5,Very Positive
O01904,C0050,R86,Excellent taste and service,4,Positive
O01905,C0203,R60,Will not order this again,3,Neutral
O01906,C0088,R141,Will not order this again,3,Neutral
O01907,C0181,R28,"Loved it, highly recommended",5,Very Positive
O01908,C0196,R167,"Food was okay, can be improved",5,Very Positive
O01909,C0133,R68,Excellent taste and service,4,Positive
O01910,C0293,R34,Not satisfied with the taste,2,Negative
O01911,C0141,R100,Not satisfied with the taste,2,Negative
O01912,C0030,R47,Service was slow but food good,4,Positive
O01913,C0104,R84,Too spicy for me,3,Neutral
O01914,C0190,R5,"Very good, will order again",4,Positive
O01915,C0300,R24,Will not order this again,3,Neutral
O01916,C0094,R28,Will not order this again,3,Neutral
O01917,C0069,R168,"Very good, will order again",4,Positive
O01918,C0261,R11,Average experience,3,Neutral
O01919,C0032,R143,Average experience,3,Neutral
O01920,C0066,R166,Perfectly cooked and tasty,5,Very Positive
O01921,C0022,R145,Excellent taste and service,4,Positive
O01922,C0048,R116,Service was slow but food good,4,Positive
O01923,C0300,R159,Not satisfied with the taste,2,Negative
O01924,C0240,R63,Excellent taste and service,4,Positive
O01925,C0162,R24,Average experience,3,Neutral
O01926,C0054,R29,"Food was okay, can be improved",5,Very Positive
O01927,C0069,R22,Not satisfied with the taste,2,Negative
O01928,C0218,R16,Perfectly cooked and tasty,5,Very Positive
O01929,C0183,R105,"Food was okay, can be improved",5,Very Positive
O01930,C0095,R145,Service was slow but food good,4,Positive
O01931,C0060,R68,Not satisfied with the taste,2,Negative
O01932,C0295,R75,Too spicy for me,3,Neutral
O01933,C0097,R63,"Food was okay, can be improved",5,Very Positive
O01934,C0028,R7,Not satisfied with the taste,2,Negative
O01935,C0320,R56,Not satisfied with the taste,2,Negative
O01936,C0151,R75,Average experience,3,Neutral
O01937,C0017,R46,Average experience,3,Neutral
O01938,C0243,R133,Service was slow but food good,4,Positive
O01939,C0082,R154,Service was slow but food good,4,Positive
O01940,C0119,R78,"Loved it, highly recommended",5,Very Positive
O01941,C0327,R161,Service was slow but food good,4,Positive
O01942,C0067,R34,Not satisfied with the taste,2,Negative
O01943,C0027,R59,Not satisfied with the taste,2,Negative
O01944,C0166,R131,"Food was okay, can be improved",5,Very Positive
O01945,C0259,R67,Average experience,3,Neutral
O01946,C0054,R54,Too spicy for me,3,Neutral
O01947,C0202,R166,Too spicy for me,3,Neutral
O01948,C0108,R52,Service was slow but food good,4,Positive
O01949,C0244,R85,Average experience,3,Neutral
O01950,C0025,R61,Average experience,3,Neutral
O01951,C0084,R57,Average experience,3,Neutral
O01952,C0207,R132,Service was slow but food good,4,Positive
O01953,C0204,R131,Average experience,3,Neutral
O01954,C0234,R117,"Very good, will order again",4,Positive
O01955,C0018,R68,"Loved it, highly recommended",5,Very Positive
O01956,C0148,R26,Excellent taste and service,4,Positive
O01957,C0034,R5,Average experience,3,Neutral
O01958,C0121,R166,"Loved it, highly recommended",5,Very Positive
O01959,C0318,R154,"Loved it, highly recommended",5,Very Positive
O01960,C0009,R43,"Very good, will order again",4,Positive
O01961,C0114,R133,"Food was okay, can be improved",5,Very Positive
O01962,C0046,R159,Too spicy for me,3,Neutral
O01963,C0219,R164,Not satisfied with the taste,2,Negative
O01964,C0321,R151,Excellent taste and service,4,Positive
O01965,C0326,R132,Too spicy for me,3,Neutral
O01966,C0061,R19,Will not order this again,3,Neutral
O01967,C0172,R12,Too spicy for me,3,Neutral
O01968,C0098,R145,"Loved it, highly recommended",5,Very Positive
O01969,C0100,R85,"Very good, will order again",4,Positive
O01970,C0228,R148,Excellent taste and service,4,Positive
O01971,C0012,R131,Service was slow but food good,4,Positive
O01972,C0060,R87,"Loved it, highly recommended",5,Very Positive
O01973,C0062,R67,Will not order this again,3,Neutral
O01974,C0290,R60,"Very good, will order again",4,Positive
O01975,C0203,R67,Average experience,3,Neutral
O01976,C0247,R75,"Very good, will order again",4,Positive
O01977,C0101,R142,"Food was okay, can be improved",5,Very Positive
O01978,C0052,R105,Too spicy for me,3,Neutral
O01979,C0289,R83,"Food was okay, can be improved",5,Very Positive
O01980,C0052,R103,Not satisfied with the taste,2,Negative
O01981,C0261,R128,Too spicy for me,3,Neutral
O01982,C0136,R54,"Very good, will order again",4,Positive
O01983,C0249,R149,Perfectly cooked and tasty,5,Very Positive
O01984,C0278,R7,"Very good, will order again",4,Positive
O01985,C0187,R24,Perfectly cooked and tasty,5,Very Positive
O01986,C0036,R131,Not satisfied with the taste,2,Negative
O01987,C0320,R25,"Food was okay, can be improved",5,Very Positive
O01988,C0217,R163,Service was slow but food good,4,Positive
O01989,C0239,R17,Service was slow but food good,4,Positive
O01990,C0044,R32,Not satisfied with the taste,2,Negative
O01991,C0301,R56,Not satisfied with the taste,2,Negative
O01992,C0300,R152,"Food was okay, can be improved",5,Very Positive
O01993,C0216,R63,Will not order this again,3,Neutral
O01994,C0112,R48,Excellent taste and service,4,Positive
O01995,C0264,R155,Too spicy for me,3,Neutral
O01996,C0136,R28,Excellent taste and service,4,Positive
O01997,C0003,R56,"Loved it, highly recommended",5,Very Positive
O01998,C0105,R87,Perfectly cooked and tasty,5,Very Positive
O01999,C0238,R133,"Very good, will order again",4,Positive
O02000,C0188,R78,Service was slow but food good,4,Positive
O02001,C0256,R90,Perfectly cooked and tasty,5,Very Positive
O02002,C0301,R56,Average experience,3,Neutral
O02003,C0188,R112,Perfectly cooked and tasty,5,Very Positive
O02004,C0264,R136,"Food was okay, can be improved",5,Very Positive
O02005,C0261,R120,Average experience,3,Neutral
O02006,C0067,R138,"Food was okay, can be improved",5,Very Positive
O02007,C0164,R13,Will not order this again,3,Neutral
O02008,C0274,R83,"Very good, will order again",4,Positive
O02009,C0215,R145,Average experience,3,Neutral
O02010,C0302,R46,"Food was okay, can be improved",5,Very Positive
O02011,C0073,R112,Average experience,3,Neutral
O02012,C0326,R25,Excellent taste and service,4,Positive
O02013,C0323,R18,Service was slow but food good,4,Positive
O02014,C0157,R13,"Loved it, highly recommended",5,Very Positive
O02015,C0274,R137,Perfectly cooked and tasty,5,Very Positive
O02016,C0121,R54,Will not order this again,3,Neutral
O02017,C0098,R163,Excellent taste and service,4,Positive
O02018,C0036,R52,Service was slow but food good,4,Positive
O02019,C0127,R36,Not satisfied with the taste,2,Negative
O02020,C0324,R143,Service was slow but food good,4,Positive
O02021,C0268,R72,Too spicy for me,3,Neutral
O02022,C0269,R11,"Loved it, highly recommended",5,Very Positive
O02023,C0194,R68,"Loved it, highly recommended",5,Very Positive
O02024,C0169,R136,"Very good, will order again",4,Positive
O02025,C0218,R132,Perfectly cooked and tasty,5,Very Positive
O02026,C0242,R5,"Food was okay, can be improved",5,Very Positive
O02027,C0233,R167,"Loved it, highly recommended",5,Very Positive
O02028,C0034,R19,"Food was okay, can be improved",5,Very Positive
O02029,C0263,R149,"Very good, will order again",4,Positive
O02030,C0223,R78,"Very good, will order again",4,Positive
O02031,C0057,R150,Too spicy for me,3,Neutral
O02032,C0125,R164,Not satisfied with the taste,2,Negative
O02033,C0151,R142,Too spicy for me,3,Neutral
O02034,C0119,R13,Will not order this again,3,Neutral
O02035,C0285,R52,Perfectly cooked and tasty,5,Very Positive
O02036,C0018,R67,"Loved it, highly recommended",5,Very Positive
O02037,C0243,R26,Service was slow but food good,4,Positive
O02038,C0244,R33,Too spicy for me,3,Neutral
O02039,C0318,R100,Perfectly cooked and tasty,5,Very Positive
O02040,C0200,R62,"Food was okay, can be improved",5,Very Positive
O02041,C0149,R144,Excellent taste and service,4,Positive
O02042,C0080,R111,Excellent taste and service,4,Positive
O02043,C0249,R135,"Food was okay, can be improved",5,Very Positive
O02044,C0155,R158,Average experience,3,Neutral
O02045,C0161,R16,Average experience,3,Neutral
O02046,C0030,R74,Will not order this again,3,Neutral
O02047,C0020,R103,Service was slow but food good,4,Positive
O02048,C0267,R16,Service was slow but food good,4,Positive
O02049,C0147,R166,Excellent taste and service,4,Positive
O02050,C0224,R166,Service was slow but food good,4,Positive
O02051,C0007,R18,Service was slow but food good,4,Positive
O02052,C0310,R16,Service was slow but food good,4,Positive
O02053,C0093,R162,"Food was okay, can be improved",5,Very Positive
O02054,C0044,R9,"Loved it, highly recommended",5,Very Positive
O02055,C0016,R134,Excellent taste and service,4,Positive
O02056,C0072,R23,"Loved it, highly recommended",5,Very Positive
O02057,C0132,R48,Perfectly cooked and tasty,5,Very Positive
O02058,C0001,R77,Will not order this again,3,Neutral
O02059,C0208,R154,Average experience,3,Neutral
O02060,C0199,R46,Too spicy for me,3,Neutral
O02061,C0023,R2,Average experience,3,Neutral
O02062,C0249,R111,Too spicy for me,3,Neutral
O02063,C0010,R68,Not satisfied with the taste,2,Negative
O02064,C0308,R6,Excellent taste and service,4,Positive
O02065,C0093,R169,"Very good, will order again",4,Positive
O02066,C0213,R154,Average experience,3,Neutral
O02067,C0196,R59,Too spicy for me,3,Neutral
O02068,C0302,R23,Not satisfied with the taste,2,Negative
O02069,C0108,R168,Will not order this again,3,Neutral
O02070,C0062,R20,"Food was okay, can be improved",5,Very Positive
O02071,C0014,R124,"Loved it, highly recommended",5,Very Positive
O02072,C0045,R140,"Very good, will order again",4,Positive
O02073,C0078,R62,Perfectly cooked and tasty,5,Very Positive
O02074,C0264,R155,Not satisfied with the taste,2,Negative
O02075,C0063,R135,Not satisfied with the taste,2,Negative
O02076,C0096,R84,Perfectly cooked and tasty,5,Very Positive
O02077,C0053,R35,Excellent taste and service,4,Positive
O02078,C0061,R139,Average experience,3,Neutral
O02079,C0195,R40,Perfectly cooked and tasty,5,Very Positive
O02080,C0217,R1,Too spicy for me,3,Neutral
O02081,C0261,R110,Too spicy for me,3,Neutral
O02082,C0173,R45,Not satisfied with the taste,2,Negative
O02083,C0069,R35,"Loved it, highly recommended",5,Very Positive
O02084,C0091,R151,Excellent taste and service,4,Positive
O02085,C0325,R78,Too spicy for me,3,Neutral
O02086,C0214,R164,Perfectly cooked and tasty,5,Very Positive
O02087,C0304,R143,Excellent taste and service,4,Positive
O02088,C0280,R43,"Food was okay, can be improved",5,Very Positive
O02089,C0239,R139,Perfectly cooked and tasty,5,Very Positive
O02090,C0051,R48,Excellent taste and service,4,Positive
O02091,C0145,R72,Perfectly cooked and tasty,5,Very Positive
O02092,C0049,R150,"Food was okay, can be improved",5,Very Positive
O02093,C0050,R83,Will not order this again,3,Neutral
O02094,C0063,R153,Not satisfied with the taste,2,Negative
O02095,C0310,R17,"Food was okay, can be improved",5,Very Positive
O02096,C0181,R83,Not satisfied with the taste,2,Negative
O02097,C0204,R54,Excellent taste and service,4,Positive
O02098,C0209,R43,"Loved it, highly recommended",5,Very Positive
O02099,C0134,R75,Too spicy for me,3,Neutral
O02100,C0096,R132,Not satisfied with the taste,2,Negative
O02101,C0138,R25,Not satisfied with the taste,2,Negative
O02102,C0249,R13,Will not order this again,3,Neutral
O02103,C0055,R36,Not satisfied with the taste,2,Negative
O02104,C0046,R61,Excellent taste and service,4,Positive
O02105,C0300,R25,Too spicy for me,3,Neutral
O02106,C0242,R62,"Very good, will order again",4,Positive
O02107,C0025,R25,Too spicy for me,3,Neutral
O02108,C0273,R163,Perfectly cooked and tasty,5,Very Positive
O02109,C0286,R21,"Very good, will order again",4,Positive
O02110,C0230,R72,Service was slow but food good,4,Positive
O02111,C0091,R56,"Loved it, highly recommended",5,Very Positive
O02112,C0292,R26,"Very good, will order again",4,Positive
O02113,C0106,R112,Will not order this again,3,Neutral
O02114,C0198,R20,"Food was okay, can be improved",5,Very Positive
O02115,C0206,R74,Not satisfied with the taste,2,Negative
O02116,C0107,R20,Perfectly cooked and tasty,5,Very Positive
O02117,C0256,R13,Will not order this again,3,Neutral
O02118,C0297,R52,"Food was okay, can be improved",5,Very Positive
O02119,C0271,R56,"Food was okay, can be improved",5,Very Positive
O02120,C0161,R155,"Loved it, highly recommended",5,Very Positive
O02121,C0126,R63,Service was slow but food good,4,Positive
O02122,C0164,R157,Service was slow but food good,4,Positive
O02123,C0245,R110,Not satisfied with the taste,2,Negative
O02124,C0068,R30,Too spicy for me,3,Neutral
O02125,C0196,R8,Will not order this again,3,Neutral
O02126,C0108,R29,"Very good, will order again",4,Positive
O02127,C0072,R60,Service was slow but food good,4,Positive
O02128,C0159,R64,Perfectly cooked and tasty,5,Very Positive
O02129,C0253,R150,Perfectly cooked and tasty,5,Very Positive
O02130,C0122,R150,"Very good, will order again",4,Positive
O02131,C0312,R29,Perfectly cooked and tasty,5,Very Positive
O02132,C0197,R86,Not satisfied with the taste,2,Negative
O02133,C0109,R110,Excellent taste and service,4,Positive
O02134,C0313,R138,Excellent taste and service,4,Positive
O02135,C0170,R89,Perfectly cooked and tasty,5,Very Positive
O02136,C0212,R86,Too spicy for me,3,Neutral
O02137,C0006,R16,"Loved it, highly recommended",5,Very Positive
O02138,C0174,R46,Not satisfied with the taste,2,Negative
O02139,C0265,R165,Not satisfied with the taste,2,Negative
O02140,C0319,R85,"Very good, will order again",4,Positive
O02141,C0217,R1,Average experience,3,Neutral
O02142,C0017,R163,Service was slow but food good,4,Positive
O02143,C0097,R74,Too spicy for me,3,Neutral
O02144,C0238,R76,Will not order this again,3,Neutral
O02145,C0266,R18,Average experience,3,Neutral
O02146,C0177,R111,Service was slow but food good,4,Positive
O02147,C0079,R136,Will not order this again,3,Neutral
O02148,C0234,R50,"Food was okay, can be improved",5,Very Positive
O02149,C0097,R59,"Food was okay, can be improved",5,Very Positive
O02150,C0163,R8,Perfectly cooked and tasty,5,Very Positive
O02151,C0049,R40,Average experience,3,Neutral
O02152,C0201,R136,Too spicy for me,3,Neutral
O02153,C0284,R11,Perfectly cooked and tasty,5,Very Positive
O02154,C0313,R168,Perfectly cooked and tasty,5,Very Positive
O02155,C0101,R103,"Food was okay, can be improved",5,Very Positive
O02156,C0126,R55,Perfectly cooked and tasty,5,Very Positive
O02157,C0226,R52,"Very good, will order again",4,Positive
O02158,C0220,R61,Too spicy for me,3,Neutral
O02159,C0226,R35,"Food was okay, can be improved",5,Very Positive
O02160,C0287,R168,Too spicy for me,3,Neutral
O02161,C0287,R72,Will not order this again,3,Neutral
O02162,C0045,R4,Service was slow but food good,4,Positive
O02163,C0275,R33,Not satisfied with the taste,2,Negative
O02164,C0246,R21,Average experience,3,Neutral
O02165,C0009,R60,Service was slow but food good,4,Positive
O02166,C0298,R100,Not satisfied with the taste,2,Negative
O02167,C0241,R19,Perfectly cooked and tasty,5,Very Positive
O02168,C0099,R133,Will not order this again,3,Neutral
O02169,C0296,R46,Average experience,3,Neutral
O02170,C0002,R1,Service was slow but food good,4,Positive
O02171,C0057,R45,Excellent taste and service,4,Positive
O02172,C0169,R23,Not satisfied with the taste,2,Negative
O02173,C0257,R17,Will not order this again,3,Neutral
O02174,C0128,R120,Will not order this again,3,Neutral
O02175,C0226,R89,Service was slow but food good,4,Positive
O02176,C0111,R35,"Very good, will order again",4,Positive
O02177,C0089,R154,Service was slow but food good,4,Positive
O02178,C0121,R83,"Loved it, highly recommended",5,Very Positive
O02179,C0110,R154,Perfectly cooked and tasty,5,Very Positive
O02180,C0066,R48,Not satisfied with the taste,2,Negative
O02181,C0004,R157,"Loved it, highly recommended",5,Very Positive
O02182,C0004,R149,"Food was okay, can be improved",5,Very Positive
O02183,C0330,R89,"Very good, will order again",4,Positive
O02184,C0278,R24,"Loved it, highly recommended",5,Very Positive
O02185,C0307,R161,Will not order this again,3,Neutral
O02186,C0206,R83,Will not order this again,3,Neutral
O02187,C0175,R110,Average experience,3,Neutral
O02188,C0172,R26,Too spicy for me,3,Neutral
O02189,C0108,R152,"Loved it, highly recommended",5,Very Positive
O02190,C0323,R2,Service was slow but food good,4,Positive
O02191,C0052,R157,Average experience,3,Neutral
O02192,C0225,R144,Not satisfied with the taste,2,Negative
O02193,C0283,R38,"Very good, will order again",4,Positive
O02194,C0254,R160,Will not order this again,3,Neutral
O02195,C0129,R44,Perfectly cooked and tasty,5,Very Positive
O02196,C0305,R142,"Food was okay, can be improved",5,Very Positive
O02197,C0205,R50,"Very good, will order again",4,Positive
O02198,C0176,R163,Excellent taste and service,4,Positive
O02199,C0198,R56,"Food was okay, can be improved",5,Very Positive
O02200,C0221,R76,Will not order this again,3,Neutral
O02201,C0239,R57,Too spicy for me,3,Neutral
O02202,C0116,R37,Excellent taste and service,4,Positive
O02203,C0078,R15,Excellent taste and service,4,Positive
O02204,C0014,R163,Will not order this again,3,Neutral
O02205,C0154,R149,"Very good, will order again",4,Positive
O02206,C0114,R63,Excellent taste and service,4,Positive
O02207,C0049,R165,Average experience,3,Neutral
O02208,C0219,R54,Average experience,3,Neutral
O02209,C0162,R143,Will not order this again,3,Neutral
O02210,C0115,R52,Too spicy for me,3,Neutral
O02211,C0058,R142,"Loved it, highly recommended",5,Very Positive
O02212,C0201,R120,Too spicy for me,3,Neutral
O02213,C0245,R160,Perfectly cooked and tasty,5,Very Positive
O02214,C0073,R138,"Food was okay, can be improved",5,Very Positive
O02215,C0242,R137,"Loved it, highly recommended",5,Very Positive
O02216,C0072,R77,Service was slow but food good,4,Positive
O02217,C0074,R141,Will not order this again,3,Neutral
O02218,C0243,R162,"Food was okay, can be improved",5,Very Positive
O02219,C0327,R120,Not satisfied with the taste,2,Negative
O02220,C0008,R143,"Very good, will order again",4,Positive
O02221,C0279,R133,Service was slow but food good,4,Positive
O02222,C0069,R111,Not satisfied with the taste,2,Negative
O02223,C0317,R78,Perfectly cooked and tasty,5,Very Positive
O02224,C0070,R60,Perfectly cooked and tasty,5,Very Positive
O02225,C0090,R133,"Very good, will order again",4,Positive
O02226,C0034,R88,Too spicy for me,3,Neutral
O02227,C0173,R13,Not satisfied with the taste,2,Negative
O02228,C0009,R16,Not satisfied with the taste,2,Negative
O02229,C0244,R27,"Food was okay, can be improved",5,Very Positive
O02230,C0172,R143,Will not order this again,3,Neutral
O02231,C0118,R79,Perfectly cooked and tasty,5,Very Positive
O02232,C0283,R90,Excellent taste and service,4,Positive
O02233,C0291,R12,Excellent taste and service,4,Positive
O02234,C0092,R10,Average experience,3,Neutral
O02235,C0041,R4,Perfectly cooked and tasty,5,Very Positive
O02236,C0034,R119,Excellent taste and service,4,Positive
O02237,C0016,R1,Average experience,3,Neutral
O02238,C0102,R155,Perfectly cooked and tasty,5,Very Positive
O02239,C0187,R28,Too spicy for me,3,Neutral
O02240,C0029,R17,"Food was okay, can be improved",5,Very Positive
O02241,C0010,R124,Excellent taste and service,4,Positive
O02242,C0064,R37,"Loved it, highly recommended",5,Very Positive
O02243,C0294,R164,"Very good, will order again",4,Positive
O02244,C0119,R156,Perfectly cooked and tasty,5,Very Positive
O02245,C0030,R29,Too spicy for me,3,Neutral
O02246,C0097,R77,Will not order this again,3,Neutral
O02247,C0181,R149,Excellent taste and service,4,Positive
O02248,C0314,R56,"Very good, will order again",4,Positive
O02249,C0172,R117,Excellent taste and service,4,Positive
O02250,C0300,R18,"Loved it, highly recommended",5,Very Positive
O02251,C0329,R145,Service was slow but food good,4,Positive
O02252,C0136,R140,Not satisfied with the taste,2,Negative
O02253,C0045,R143,Service was slow but food good,4,Positive
O02254,C0112,R167,"Loved it, highly recommended",5,Very Positive
O02255,C0134,R105,Service was slow but food good,4,Positive
O02256,C0168,R152,"Loved it, highly recommended",5,Very Positive
O02257,C0327,R166,Not satisfied with the taste,2,Negative
O02258,C0096,R40,Too spicy for me,3,Neutral
O02259,C0242,R48,Average experience,3,Neutral
O02260,C0206,R30,Excellent taste and service,4,Positive
O02261,C0285,R141,"Food was okay, can be improved",5,Very Positive
O02262,C0041,R48,"Loved it, highly recommended",5,Very Positive
O02263,C0259,R84,Too spicy for me,3,Neutral
O02264,C0025,R112,Perfectly cooked and tasty,5,Very Positive
O02265,C0220,R140,"Food was okay, can be improved",5,Very Positive
O02266,C0124,R14,Excellent taste and service,4,Positive
O02267,C0305,R52,Average experience,3,Neutral
O02268,C0007,R88,Will not order this again,3,Neutral
O02269,C0231,R110,Not satisfied with the taste,2,Negative
O02270,C0105,R38,"Food was okay, can be improved",5,Very Positive
O02271,C0160,R84,Service was slow but food good,4,Positive
O02272,C0158,R119,Service was slow but food good,4,Positive
O02273,C0130,R79,Service was slow but food good,4,Positive
O02274,C0105,R4,"Loved it, highly recommended",5,Very Positive
O02275,C0026,R71,"Food was okay, can be improved",5,Very Positive
O02276,C0219,R54,"Loved it, highly recommended",5,Very Positive
O02277,C0202,R38,Average experience,3,Neutral
O02278,C0281,R165,"Food was okay, can be improved",5,Very Positive
O02279,C0088,R145,"Loved it, highly recommended",5,Very Positive
O02280,C0310,R83,Perfectly cooked and tasty,5,Very Positive
O02281,C0147,R134,Too spicy for me,3,Neutral
O02282,C0106,R28,Service was slow but food good,4,Positive
O02283,C0235,R90,Excellent taste and service,4,Positive
O02284,C0229,R87,"Food was okay, can be improved",5,Very Positive
O02285,C0037,R73,Excellent taste and service,4,Positive
O02286,C0256,R23,"Loved it, highly recommended",5,Very Positive
O02287,C0321,R161,Not satisfied with the taste,2,Negative
O02288,C0186,R6,Average experience,3,Neutral
O02289,C0119,R111,"Very good, will order again",4,Positive
O02290,C0008,R164,Perfectly cooked and tasty,5,Very Positive
O02291,C0001,R71,"Food was okay, can be improved",5,Very Positive
O02292,C0209,R136,Perfectly cooked and tasty,5,Very Positive
O02293,C0072,R27,Not satisfied with the taste,2,Negative
O02294,C0320,R103,"Very good, will order again",4,Positive
O02295,C0115,R168,Too spicy for me,3,Neutral
O02296,C0220,R157,Service was slow but food good,4,Positive
O02297,C0124,R148,Will not order this again,3,Neutral
O02298,C0295,R147,"Very good, will order again",4,Positive
O02299,C0140,R124,"Loved it, highly recommended",5,Very Positive
O02300,C0069,R151,"Very good, will order again",4,Positive
O02301,C0325,R142,Average experience,3,Neutral
O02302,C0017,R90,Excellent taste and service,4,Positive
O02303,C0009,R81,Will not order this again,3,Neutral
O02304,C0249,R62,Average experience,3,Neutral
O02305,C0141,R136,"Very good, will order again",4,Positive
O02306,C0173,R150,Excellent taste and service,4,Positive
O02307,C0071,R50,"Very good, will order again",4,Positive
O02308,C0076,R158,Not satisfied with the taste,2,Negative
O02309,C0016,R1,Perfectly cooked and tasty,5,Very Positive
O02310,C0021,R26,Average experience,3,Neutral
O02311,C0123,R153,Will not order this again,3,Neutral
O02312,C0280,R110,Average experience,3,Neutral
O02313,C0074,R151,"Food was okay, can be improved",5,Very Positive
O02314,C0064,R164,Too spicy for me,3,Neutral
